,userCode,project_id,requestedDevice,userAgent,pageReferrer,year,month,day,hour
59228,31bb9bf0-8ad5-3e50-f334-e6c7de89bac5,6249,Mobile,Android,Other_PageReferer,2018,1,4,14
59230,504f3093-f6ed-8637-2f1a-6c93b2fe4cf8,6651,Desktop,Windows,HomeWebsite,2018,1,4,14
59233,084bce70-0985-e889-194c-91b0cbb54369,8717,Mobile,Android,HomeWebsite,2018,1,4,14
59239,078922fb-9ae7-f701-5b9c-9873c59b47f0,5323,Desktop,Windows,HomeWebsite,2018,1,4,14
59240,5b36c3cf-96fb-d6ec-2073-96a3fe712f18,7113,Desktop,Windows,HomeWebsite,2018,1,4,14
59241,078922fb-9ae7-f701-5b9c-9873c59b47f0,5323,Desktop,Windows,HomeWebsite,2018,1,4,14
59242,078922fb-9ae7-f701-5b9c-9873c59b47f0,5323,Desktop,Windows,HomeWebsite,2018,1,4,14
59244,7d6e7bf4-557a-03d9-30ff-ce8a56fe36ca,6892,Desktop,Windows,Google,2018,1,4,14
59246,c17cd1c1-4f19-b8f8-bb36-c3df5ab035e5,8282,Mobile,Android,Google,2018,1,4,14
59247,5799980b-0919-b289-0033-375d1a1d73b7,8752,Mobile,Android,Google,2018,1,4,14
59248,d29d92ea-53ce-ec3f-6219-e340bda09723,8580,Desktop,Windows,Google,2018,1,4,14
59249,41e75fed-6f5c-c9eb-18eb-9be12cd86902,8990,Desktop,Windows,HomeWebsite,2018,1,4,14
59251,591b176a-779c-e219-1557-2dee588e9777,4872,Desktop,Windows,HomeWebsite,2018,1,4,14
59252,8003d802-710d-4dd5-f2a4-d7f6cb755912,9265,Desktop,Windows,HomeWebsite,2018,1,4,14
59256,c1f803b7-9983-97c2-9cfd-9b63fc6f9600,9260,Mobile,Android,HomeWebsite,2018,1,4,14
59258,de89bac5-57c6-ecfb-184d-cc4e973c31ac,5404,Desktop,Other_OS,Other_PageReferer,2018,1,4,15
59259,de89bac5-57c6-ecfb-184d-cc4e973c31ac,5404,Desktop,Other_OS,Other_PageReferer,2018,1,4,15
59260,d28353e8-33cf-4f73-e63a-b2f11108d8aa,3815,Desktop,Windows,HomeWebsite,2018,1,4,15
59261,b36fca5b-786a-3a59-4a4a-ed05202a165b,3923,Desktop,Windows,Google,2018,1,4,15
59264,0f54be2a-6124-2867-685b-38570db7e117,5875,Mobile,iPhone,Google,2018,1,4,15
59265,504f3093-f6ed-8637-2f1a-6c93b2fe4cf8,6651,Desktop,Windows,HomeWebsite,2018,1,4,15
59269,72bd11b1-1880-2468-a691-78a33f0b3f64,3529,Desktop,Other_OS,Google,2018,1,4,15
59270,6a13657a-571d-7466-7b4f-b12268633b89,3653,Mobile,Android,Google,2018,1,4,15
59272,dfe0de62-6185-c266-0e11-e6cd5f526a50,7144,Mobile,iPhone,HomeWebsite,2018,1,4,15
59276,a66e1b5e-e40f-20aa-ce60-1b603a2b025d,3815,Desktop,Windows,HomeWebsite,2018,1,4,15
59279,49af0853-6036-ebb1-8c61-710bcb21773f,9327,Desktop,Windows,HomeWebsite,2018,1,4,15
59281,a66e1b5e-e40f-20aa-ce60-1b603a2b025d,3815,Desktop,Windows,HomeWebsite,2018,1,4,15
59283,254b4bc5-f54c-f1eb-b567-34015edb49bb,7535,Desktop,Android,HomeWebsite,2018,1,4,15
59285,cad8af8f-f5fa-b915-f08b-1c83a7a426e1,9007,Desktop,Windows,HomeWebsite,2018,1,4,15
59289,0a51000a-5b63-f61a-d273-850dda60c54a,8894,Desktop,Windows,HomeWebsite,2018,1,4,15
59290,cad8af8f-f5fa-b915-f08b-1c83a7a426e1,4879,Desktop,Windows,HomeWebsite,2018,1,4,15
59292,9c29eb88-dc48-cdff-c44f-e6f986dffac2,3738,Mobile,Android,HomeWebsite,2018,1,4,15
59293,4113f58d-ae31-3978-196a-e4f4e3ddf339,995,Desktop,Windows,Google,2018,1,4,15
59295,76d1a57b-b748-573c-01ab-5684705c1dbc,9169,Mobile,Android,Facebook,2018,1,4,15
59296,9c29eb88-dc48-cdff-c44f-e6f986dffac2,3738,Mobile,Android,HomeWebsite,2018,1,4,15
59298,c1f803b7-9983-97c2-9cfd-9b63fc6f9600,4628,Mobile,Android,HomeWebsite,2018,1,4,15
59299,446b5e0c-233f-35a0-0bde-a45dc230aa41,2819,Desktop,Windows,Google,2018,1,4,15
59303,d27190d2-25b8-3d1f-afc1-46bfc429f887,4365,Mobile,Android,HomeWebsite,2018,1,4,15
59305,254b4bc5-f54c-f1eb-b567-34015edb49bb,7588,Desktop,Android,HomeWebsite,2018,1,4,15
59308,7baf0c46-d9e5-67b6-cc60-45a2ecfa8612,5452,Desktop,Windows,HomeWebsite,2018,1,4,15
59309,2f14344a-9b17-16ab-4aa7-74b127784ce1,9179,Desktop,Windows,HomeWebsite,2018,1,4,15
59316,cad8af8f-f5fa-b915-f08b-1c83a7a426e1,3544,Desktop,Windows,HomeWebsite,2018,1,4,15
59317,31bb9bf0-8ad5-3e50-f334-e6c7de89bac5,44,Mobile,Android,Other_PageReferer,2018,1,4,15
59319,3754c2ae-0283-56bd-2d11-333dea1e6e7e,4370,Desktop,Windows,Facebook,2018,1,4,15
59322,2f14344a-9b17-16ab-4aa7-74b127784ce1,9179,Desktop,Windows,HomeWebsite,2018,1,4,15
59325,69b8261a-9857-c9f6-8863-beaec40b1fa1,2300,Desktop,Windows,Google,2018,1,4,15
59326,c1f803b7-9983-97c2-9cfd-9b63fc6f9600,4941,Mobile,Android,HomeWebsite,2018,1,4,15
59329,7da17f4b-4746-0067-6b81-660b600bc101,8395,Mobile,iPhone,Google,2018,1,4,15
59331,0a51000a-5b63-f61a-d273-850dda60c54a,6762,Desktop,Windows,Google,2018,1,4,15
59333,591b176a-779c-e219-1557-2dee588e9777,9318,Desktop,Windows,HomeWebsite,2018,1,4,15
59335,911a6a4b-9356-0e1d-1c95-81e8775fc39f,8784,Desktop,Windows,Google,2018,1,4,15
59336,d27190d2-25b8-3d1f-afc1-46bfc429f887,4055,Mobile,Android,HomeWebsite,2018,1,4,15
59338,8003d802-710d-4dd5-f2a4-d7f6cb755912,9284,Desktop,Windows,HomeWebsite,2018,1,4,15
59339,8003d802-710d-4dd5-f2a4-d7f6cb755912,9284,Desktop,Windows,HomeWebsite,2018,1,4,15
59343,6e6c297c-6ff2-1ef8-5e44-b358f07db616,3757,Mobile,iPhone,Google,2018,1,4,15
59344,d29d92ea-53ce-ec3f-6219-e340bda09723,8576,Desktop,Windows,HomeWebsite,2018,1,4,15
59347,728f8b78-677b-f4eb-17cb-bb4bf3153883,9157,Desktop,Windows,Other_PageReferer,2018,1,4,15
59348,254b4bc5-f54c-f1eb-b567-34015edb49bb,4739,Desktop,Android,HomeWebsite,2018,1,4,15
59351,728f8b78-677b-f4eb-17cb-bb4bf3153883,9157,Desktop,Windows,Other_PageReferer,2018,1,4,15
59352,fec5cf7c-aec0-116f-40b5-1860090711db,9073,Mobile,iPad,Facebook,2018,1,4,15
59354,c1f803b7-9983-97c2-9cfd-9b63fc6f9600,7909,Mobile,Android,HomeWebsite,2018,1,4,15
59356,d29d92ea-53ce-ec3f-6219-e340bda09723,8576,Desktop,Windows,HomeWebsite,2018,1,4,15
59361,9b759409-bc1f-77d3-2309-671e7828ceff,8661,Desktop,Windows,Google,2018,1,4,15
59362,3f0b3f64-468d-8411-efee-debb3facd532,5108,Desktop,Other_OS,Google,2018,1,4,15
59363,a90db5b5-0b8c-2deb-baf6-977975cf3388,3899,Desktop,Windows,HomeWebsite,2018,1,4,15
59364,591b176a-779c-e219-1557-2dee588e9777,5287,Desktop,Windows,HomeWebsite,2018,1,4,15
59365,3f0b3f64-468d-8411-efee-debb3facd532,5108,Desktop,Other_OS,Google,2018,1,4,15
59366,6feae9e6-354d-160e-5915-44f02277c967,7873,Mobile,iPhone,HomeWebsite,2018,1,4,15
59368,782d1bbc-827b-1f8d-ec3a-0524a0168c81,7080,Mobile,iPhone,Google,2018,1,4,15
59372,31bb9bf0-8ad5-3e50-f334-e6c7de89bac5,2756,Mobile,Android,Other_PageReferer,2018,1,4,15
59373,9b759409-bc1f-77d3-2309-671e7828ceff,8661,Desktop,Windows,Google,2018,1,4,15
59375,9b759409-bc1f-77d3-2309-671e7828ceff,8661,Desktop,Windows,Google,2018,1,4,15
59378,c1f803b7-9983-97c2-9cfd-9b63fc6f9600,8574,Mobile,Android,HomeWebsite,2018,1,4,15
59380,504f3093-f6ed-8637-2f1a-6c93b2fe4cf8,9167,Desktop,Windows,HomeWebsite,2018,1,4,15
59382,fefa5d18-3ed6-f810-18a5-2ffc693639c7,4214,Mobile,iPhone,HomeWebsite,2018,1,4,15
59384,5b1c6c6d-e979-bb1a-c8d5-15d24b012570,8135,Mobile,iPhone,HomeWebsite,2018,1,4,15
59385,3d57a06d-17f4-f6b2-78c7-7f427848b5b4,8126,Mobile,Android,Google,2018,1,4,15
59387,a90db5b5-0b8c-2deb-baf6-977975cf3388,3899,Desktop,Windows,HomeWebsite,2018,1,4,15
59388,d27190d2-25b8-3d1f-afc1-46bfc429f887,4365,Mobile,Android,HomeWebsite,2018,1,4,15
59389,88a8fcf2-e3bc-cf10-1624-3d93246fb9e0,1902,Desktop,Windows,Google,2018,1,4,15
59390,fefa5d18-3ed6-f810-18a5-2ffc693639c7,4214,Mobile,iPhone,HomeWebsite,2018,1,4,15
59393,a9895ff3-039d-8ed6-61f8-636cd9a799b3,9007,Mobile,iPhone,Other_PageReferer,2018,1,4,15
59396,88a8fcf2-e3bc-cf10-1624-3d93246fb9e0,1902,Desktop,Windows,Google,2018,1,4,15
59397,591b176a-779c-e219-1557-2dee588e9777,8737,Desktop,Windows,HomeWebsite,2018,1,4,15
59401,3d57a06d-17f4-f6b2-78c7-7f427848b5b4,8126,Mobile,Android,Google,2018,1,4,15
59402,73cece49-084a-d0d6-f95f-3c15b63a273d,6896,Mobile,iPad,Other_PageReferer,2018,1,4,15
59404,72bd11b1-1880-2468-a691-78a33f0b3f64,5548,Desktop,Other_OS,Google,2018,1,4,15
59411,a90db5b5-0b8c-2deb-baf6-977975cf3388,6556,Desktop,Windows,HomeWebsite,2018,1,4,15
59417,d27190d2-25b8-3d1f-afc1-46bfc429f887,4129,Mobile,Android,HomeWebsite,2018,1,4,15
59418,fec5cf7c-aec0-116f-40b5-1860090711db,9073,Mobile,iPad,Facebook,2018,1,4,15
59419,61bfa9b0-251c-e146-d658-3a114dd8c226,8797,Mobile,iPhone,Google,2018,1,4,15
59421,e9b9af6b-aeaa-3d77-a813-5cf5ed043cf2,5673,Desktop,Windows,HomeWebsite,2018,1,4,15
59424,911a6a4b-9356-0e1d-1c95-81e8775fc39f,3917,Desktop,Windows,HomeWebsite,2018,1,4,15
59425,911a6a4b-9356-0e1d-1c95-81e8775fc39f,3917,Desktop,Windows,HomeWebsite,2018,1,4,15
59427,911a6a4b-9356-0e1d-1c95-81e8775fc39f,8784,Desktop,Windows,Google,2018,1,4,15
59430,8003d802-710d-4dd5-f2a4-d7f6cb755912,9284,Desktop,Windows,HomeWebsite,2018,1,4,15
59431,d59191d1-b901-5ef3-75bf-3c7ed6985c0b,8353,Mobile,iPhone,Google,2018,1,4,15
59432,3754c2ae-0283-56bd-2d11-333dea1e6e7e,4370,Desktop,Windows,Facebook,2018,1,4,15
59433,1a0f8fda-f649-7cc9-a25f-7071c0171761,8191,Desktop,Windows,HomeWebsite,2018,1,4,15
59434,3754c2ae-0283-56bd-2d11-333dea1e6e7e,4370,Desktop,Windows,Facebook,2018,1,4,15
59442,77987833-fd95-63a2-0727-6ccbd2f67593,2908,Desktop,Windows,Google,2018,1,4,15
59444,fec5cf7c-aec0-116f-40b5-1860090711db,995,Mobile,iPad,HomeWebsite,2018,1,4,15
59446,04f63593-7329-677b-8b7f-a61046cd0b9d,9109,Desktop,Windows,Google,2018,1,4,15
59451,f5414f10-ee7c-f563-4dc3-e5d10b556050,9327,Desktop,Windows,Google,2018,1,4,15
59455,fec5cf7c-aec0-116f-40b5-1860090711db,995,Mobile,iPad,HomeWebsite,2018,1,4,15
59457,e9b9af6b-aeaa-3d77-a813-5cf5ed043cf2,5673,Desktop,Windows,HomeWebsite,2018,1,4,15
59458,31bb9bf0-8ad5-3e50-f334-e6c7de89bac5,965,Mobile,Android,Other_PageReferer,2018,1,4,15
59461,e9b9af6b-aeaa-3d77-a813-5cf5ed043cf2,8326,Desktop,Windows,HomeWebsite,2018,1,4,15
59462,dfd0587e-0fde-a9e8-d41f-e87bf7c1c01c,6161,Desktop,Windows,HomeWebsite,2018,1,4,15
59465,504f3093-f6ed-8637-2f1a-6c93b2fe4cf8,8132,Desktop,Windows,HomeWebsite,2018,1,4,15
59466,8e046006-22a5-ab8a-1525-c501afedbb30,8516,Desktop,Windows,HomeWebsite,2018,1,4,15
59468,504f3093-f6ed-8637-2f1a-6c93b2fe4cf8,8132,Desktop,Windows,HomeWebsite,2018,1,4,15
59471,f5414f10-ee7c-f563-4dc3-e5d10b556050,9327,Desktop,Windows,Google,2018,1,4,15
59473,dfe0de62-6185-c266-0e11-e6cd5f526a50,4523,Mobile,iPhone,Google,2018,1,4,15
59474,530eff50-8099-de9a-3d34-87ea4d2e62e9,9157,Desktop,Windows,Google,2018,1,4,15
59477,7302c312-a4e6-c32a-b566-64f829116ff6,4978,Desktop,Windows,Google,2018,1,4,15
59481,530eff50-8099-de9a-3d34-87ea4d2e62e9,9157,Desktop,Windows,HomeWebsite,2018,1,4,15
59482,a0ab03eb-37d2-aad7-267c-9b257acf9d1c,7886,Mobile,Android,Google,2018,1,4,15
59483,31bb9bf0-8ad5-3e50-f334-e6c7de89bac5,6504,Mobile,Android,Other_PageReferer,2018,1,4,15
59484,8003d802-710d-4dd5-f2a4-d7f6cb755912,9275,Desktop,Windows,HomeWebsite,2018,1,4,15
59485,9b759409-bc1f-77d3-2309-671e7828ceff,8646,Desktop,Windows,HomeWebsite,2018,1,4,15
59487,f520cb67-f968-24d6-2544-73b038d3431c,3931,Desktop,Windows,Google,2018,1,4,15
59489,a90db5b5-0b8c-2deb-baf6-977975cf3388,6556,Desktop,Windows,HomeWebsite,2018,1,4,15
59493,dfd0587e-0fde-a9e8-d41f-e87bf7c1c01c,2028,Desktop,Windows,HomeWebsite,2018,1,4,15
59497,a0ab03eb-37d2-aad7-267c-9b257acf9d1c,7886,Mobile,Android,Google,2018,1,4,15
59500,3697744d-705c-1ed6-0f52-0283f9f361e1,6628,Desktop,Windows,Google,2018,1,4,15
59502,9b759409-bc1f-77d3-2309-671e7828ceff,8661,Desktop,Windows,HomeWebsite,2018,1,4,15
59505,591b176a-779c-e219-1557-2dee588e9777,8544,Desktop,Windows,HomeWebsite,2018,1,4,15
59506,f06bad7b-a4bd-2e88-f26e-c31b97fa6b1f,5595,Mobile,iPhone,Google,2018,1,4,15
59508,ab0fe87e-f8e4-3d28-c5fc-58f052d92cf5,8692,Mobile,Android,Google,2018,1,4,15
59509,9b759409-bc1f-77d3-2309-671e7828ceff,8646,Desktop,Windows,HomeWebsite,2018,1,4,15
59511,74f45ebf-964a-29c3-4f92-32214a00e59a,1908,Desktop,Windows,HomeWebsite,2018,1,4,15
59512,a4eaa084-fb86-3551-fa4e-f696532102b7,9223,Desktop,Windows,HomeWebsite,2018,1,4,15
59513,1639ea17-981c-cf32-ee89-719bde0fdb29,4431,Desktop,Windows,HomeWebsite,2018,1,4,15
59515,20fe056f-003b-b787-02e3-bfb82442e442,4146,Mobile,Android,Google,2018,1,4,15
59516,504f3093-f6ed-8637-2f1a-6c93b2fe4cf8,8132,Desktop,Windows,HomeWebsite,2018,1,4,15
59519,20fe056f-003b-b787-02e3-bfb82442e442,4146,Mobile,Android,Google,2018,1,4,15
59520,45621893-a577-a869-6697-4a0ef5361830,6505,Mobile,Android,Google,2018,1,4,15
59522,927ae713-1213-f6fc-4635-6cc4760f1740,4007,Desktop,Windows,HomeWebsite,2018,1,4,15
59526,fec5cf7c-aec0-116f-40b5-1860090711db,9073,Mobile,iPad,HomeWebsite,2018,1,4,15
59527,fec5cf7c-aec0-116f-40b5-1860090711db,9073,Mobile,iPad,HomeWebsite,2018,1,4,15
59529,20fe056f-003b-b787-02e3-bfb82442e442,4146,Mobile,Android,Google,2018,1,4,15
59531,591b176a-779c-e219-1557-2dee588e9777,2274,Desktop,Windows,HomeWebsite,2018,1,4,15
59540,f1062ec9-b12e-30a8-1b38-24bba2ce3e45,5932,Mobile,iPhone,Google,2018,1,4,15
59541,591b176a-779c-e219-1557-2dee588e9777,5512,Desktop,Windows,HomeWebsite,2018,1,4,15
59544,d30e9066-6d9a-d6e9-b1a3-b6069f227dbd,6456,Desktop,Windows,HomeWebsite,2018,1,4,15
59545,f73c3eaa-af1f-0376-c54d-b3f2cf33db85,5351,Desktop,Windows,Google,2018,1,4,15
59548,fec5cf7c-aec0-116f-40b5-1860090711db,995,Mobile,iPad,HomeWebsite,2018,1,4,15
59549,de89bac5-57c6-ecfb-184d-cc4e973c31ac,8249,Desktop,Other_OS,Other_PageReferer,2018,1,4,15
59550,de89bac5-57c6-ecfb-184d-cc4e973c31ac,8249,Desktop,Other_OS,Other_PageReferer,2018,1,4,15
59557,1a290199-0f21-d2c8-a10d-53724f41eb82,4329,Mobile,iPad,Google,2018,1,4,15
59558,2cf7a087-a74c-3cc7-f8ad-9412978729f9,7413,Mobile,Android,Other_PageReferer,2018,1,4,15
59565,870d5cb6-b584-1bc6-e153-82d448071436,8674,Mobile,iPhone,Google,2018,1,4,15
59567,2cf7a087-a74c-3cc7-f8ad-9412978729f9,7413,Mobile,Android,Other_PageReferer,2018,1,4,15
59568,575bc8e3-8b43-7eb0-983b-f74c1dff6818,8264,Desktop,Windows,HomeWebsite,2018,1,4,15
59569,3697744d-705c-1ed6-0f52-0283f9f361e1,6628,Desktop,Windows,Google,2018,1,4,15
59570,29cbfbb0-1aff-87c4-a03d-9924e8a30da5,2987,Desktop,Windows,HomeWebsite,2018,1,4,15
59572,5f4e7f0d-3993-be10-c846-1d1a9bfa0f85,6184,Desktop,Windows,Google,2018,1,4,15
59574,31bb9bf0-8ad5-3e50-f334-e6c7de89bac5,1908,Mobile,Android,Other_PageReferer,2018,1,4,15
59583,591b176a-779c-e219-1557-2dee588e9777,5512,Desktop,Windows,HomeWebsite,2018,1,4,15
59585,530eff50-8099-de9a-3d34-87ea4d2e62e9,9157,Desktop,Windows,HomeWebsite,2018,1,4,15
59588,5f4e7f0d-3993-be10-c846-1d1a9bfa0f85,6184,Desktop,Windows,HomeWebsite,2018,1,4,15
59589,04a4c16d-40d5-46b3-ec59-eb9a51b4a6c9,8462,Mobile,Android,Google,2018,1,4,15
59591,3697744d-705c-1ed6-0f52-0283f9f361e1,6628,Desktop,Windows,Google,2018,1,4,15
59592,2cf7a087-a74c-3cc7-f8ad-9412978729f9,7413,Mobile,Android,Other_PageReferer,2018,1,4,15
59596,530eff50-8099-de9a-3d34-87ea4d2e62e9,9157,Desktop,Windows,Google,2018,1,4,15
59600,530eff50-8099-de9a-3d34-87ea4d2e62e9,9157,Desktop,Windows,Google,2018,1,4,15
59601,2cf7a087-a74c-3cc7-f8ad-9412978729f9,7413,Mobile,Android,HomeWebsite,2018,1,4,15
59602,591b176a-779c-e219-1557-2dee588e9777,8737,Desktop,Windows,HomeWebsite,2018,1,4,15
59604,1a290199-0f21-d2c8-a10d-53724f41eb82,6337,Mobile,iPad,HomeWebsite,2018,1,4,15
59605,3a9a2c6c-1a81-64b7-0ab1-63943fa95a39,3777,Mobile,iPhone,HomeWebsite,2018,1,4,15
59609,45621893-a577-a869-6697-4a0ef5361830,6484,Mobile,Android,Google,2018,1,4,15
59612,c48e5fe4-8ac8-ca62-7392-e63c96d6457b,6041,Mobile,iPhone,Google,2018,1,4,15
59613,5f4e7f0d-3993-be10-c846-1d1a9bfa0f85,6184,Desktop,Windows,HomeWebsite,2018,1,4,15
59614,2cf7a087-a74c-3cc7-f8ad-9412978729f9,7413,Mobile,Android,HomeWebsite,2018,1,4,15
59615,f06bad7b-a4bd-2e88-f26e-c31b97fa6b1f,5681,Mobile,iPhone,HomeWebsite,2018,1,4,15
59620,3a9a2c6c-1a81-64b7-0ab1-63943fa95a39,3777,Mobile,iPhone,HomeWebsite,2018,1,4,15
59627,5f4e7f0d-3993-be10-c846-1d1a9bfa0f85,6184,Desktop,Windows,Google,2018,1,4,15
59628,3697744d-705c-1ed6-0f52-0283f9f361e1,6628,Desktop,Windows,Google,2018,1,4,15
59629,ebb352a3-b6b8-30a0-9cc1-ffbeb4044781,6211,Desktop,Windows,Google,2018,1,4,15
59631,575bc8e3-8b43-7eb0-983b-f74c1dff6818,8264,Desktop,Windows,HomeWebsite,2018,1,4,15
59632,f303eb11-86dd-4c95-cb96-3f9b52c085ea,9115,Desktop,Windows,Google,2018,1,4,15
59635,5f4e7f0d-3993-be10-c846-1d1a9bfa0f85,6184,Desktop,Windows,Google,2018,1,4,15
59641,3f621086-0ec3-1d59-d80f-3c34131e5498,8152,Desktop,Windows,Google,2018,1,4,15
59643,591b176a-779c-e219-1557-2dee588e9777,5512,Desktop,Windows,HomeWebsite,2018,1,4,15
59644,74f45ebf-964a-29c3-4f92-32214a00e59a,2697,Desktop,Windows,HomeWebsite,2018,1,4,15
59645,f303eb11-86dd-4c95-cb96-3f9b52c085ea,9115,Desktop,Windows,Google,2018,1,4,15
59646,6e18b0bf-28d0-efff-a0ac-f45354d5fdb5,6138,Desktop,Windows,HomeWebsite,2018,1,4,15
59651,f06bad7b-a4bd-2e88-f26e-c31b97fa6b1f,4862,Mobile,iPhone,HomeWebsite,2018,1,4,15
59652,6e18b0bf-28d0-efff-a0ac-f45354d5fdb5,7312,Desktop,Windows,HomeWebsite,2018,1,4,15
59653,74f45ebf-964a-29c3-4f92-32214a00e59a,2697,Desktop,Windows,HomeWebsite,2018,1,4,15
59655,f06bad7b-a4bd-2e88-f26e-c31b97fa6b1f,4862,Mobile,iPhone,HomeWebsite,2018,1,4,15
59658,a90db5b5-0b8c-2deb-baf6-977975cf3388,7972,Desktop,Windows,HomeWebsite,2018,1,4,15
59659,33422eac-9ae9-84be-c4bc-9f404a6048ba,5673,Mobile,Android,Google,2018,1,4,15
59663,591b176a-779c-e219-1557-2dee588e9777,2513,Desktop,Windows,HomeWebsite,2018,1,4,15
59664,2741b58b-060c-d794-331e-72caf3bf44db,5932,Mobile,iPhone,Google,2018,1,4,15
59668,5f4e7f0d-3993-be10-c846-1d1a9bfa0f85,6184,Desktop,Windows,Google,2018,1,4,15
59669,5eeb387f-cb3f-55d8-a30b-dd4b9bfe27c5,7422,Desktop,Windows,Google,2018,1,4,15
59670,42aab09f-b6e2-1bb0-1277-743c4b189855,5597,Desktop,Windows,Google,2018,1,4,15
59673,1a290199-0f21-d2c8-a10d-53724f41eb82,2657,Mobile,iPad,HomeWebsite,2018,1,4,15
59674,38a21430-11d4-912d-43e8-0af2efe85341,7413,Mobile,Android,Other_PageReferer,2018,1,4,15
59677,710a1d44-3405-803c-a7dd-86428472b81d,291,Desktop,Windows,HomeWebsite,2018,1,4,15
59678,42aab09f-b6e2-1bb0-1277-743c4b189855,8550,Desktop,Windows,HomeWebsite,2018,1,4,15
59679,93b7090e-9e03-ce34-9ea4-a15300c8f801,9127,Desktop,Windows,HomeWebsite,2018,1,4,15
59681,3c52fe4d-7814-7b23-68cf-7397b5f55a92,6425,Desktop,Windows,HomeWebsite,2018,1,4,15
59689,31bb9bf0-8ad5-3e50-f334-e6c7de89bac5,3792,Mobile,Android,Other_PageReferer,2018,1,4,15
59690,46e58a76-6485-094c-5e98-2e7e0c0c89e3,9157,Desktop,Windows,Other_PageReferer,2018,1,4,15
59691,5563c40b-cfca-9bf7-718f-5583a365993d,5442,Desktop,Windows,HomeWebsite,2018,1,4,15
59693,b812d14d-85f3-9faa-ca0d-420c2ea2a787,6619,Desktop,Macintosh,Google,2018,1,4,15
59697,74f45ebf-964a-29c3-4f92-32214a00e59a,2697,Desktop,Windows,HomeWebsite,2018,1,4,15
59700,8e046006-22a5-ab8a-1525-c501afedbb30,3752,Desktop,Windows,HomeWebsite,2018,1,4,15
59703,1a290199-0f21-d2c8-a10d-53724f41eb82,7825,Mobile,iPad,HomeWebsite,2018,1,4,15
59708,42aab09f-b6e2-1bb0-1277-743c4b189855,5597,Desktop,Windows,Google,2018,1,4,15
59713,42aab09f-b6e2-1bb0-1277-743c4b189855,5263,Desktop,Windows,HomeWebsite,2018,1,4,15
59714,46e58a76-6485-094c-5e98-2e7e0c0c89e3,9157,Desktop,Windows,Other_PageReferer,2018,1,4,15
59715,5ad51c88-f7e7-07ad-0474-24513a2d26c3,3436,Desktop,Windows,Google,2018,1,4,15
59716,31bb9bf0-8ad5-3e50-f334-e6c7de89bac5,4101,Mobile,Android,Other_PageReferer,2018,1,4,15
59719,0e3b7635-f1dc-12a6-ed1a-c806df13d46e,2167,Desktop,Windows,Google,2018,1,4,15
59721,2741b58b-060c-d794-331e-72caf3bf44db,5932,Mobile,iPhone,HomeWebsite,2018,1,4,15
59723,46e58a76-6485-094c-5e98-2e7e0c0c89e3,3002,Desktop,Windows,HomeWebsite,2018,1,4,15
59724,03a0d137-c713-c59e-a4f2-1cbacccecd73,9142,Desktop,Windows,Google,2018,1,4,15
59726,46e58a76-6485-094c-5e98-2e7e0c0c89e3,9111,Desktop,Windows,HomeWebsite,2018,1,4,15
59731,4d5da59b-19ad-5f6b-3daa-16a327496a04,6287,Mobile,Android,Google,2018,1,4,15
59736,c4f03afe-2cf2-7cfd-341b-8fb2c43c36d3,8829,Mobile,iPhone,Google,2018,1,4,15
59737,33422eac-9ae9-84be-c4bc-9f404a6048ba,5673,Mobile,Android,Google,2018,1,4,15
59740,0a51000a-5b63-f61a-d273-850dda60c54a,6671,Desktop,Windows,Google,2018,1,4,15
59742,46e58a76-6485-094c-5e98-2e7e0c0c89e3,9111,Desktop,Windows,Other_PageReferer,2018,1,4,15
59754,f88a3bd3-c2ca-7f87-f0d6-8abf4c911bc6,9248,Desktop,Windows,Google,2018,1,4,15
59767,3f0b3f64-468d-8411-efee-debb3facd532,2546,Desktop,Other_OS,Google,2018,1,4,15
59769,31bb9bf0-8ad5-3e50-f334-e6c7de89bac5,4590,Mobile,Android,Other_PageReferer,2018,1,4,15
59771,5563c40b-cfca-9bf7-718f-5583a365993d,4031,Desktop,Windows,HomeWebsite,2018,1,4,15
59772,fefee4a6-1659-d9a8-9647-7b94bc9001e0,8059,Desktop,Windows,Google,2018,1,4,15
59783,207e82e2-a096-f83d-1f98-a2a5538ec980,7413,Mobile,Android,Other_PageReferer,2018,1,4,15
59785,d30e9066-6d9a-d6e9-b1a3-b6069f227dbd,6553,Desktop,Windows,HomeWebsite,2018,1,4,15
59786,f06bad7b-a4bd-2e88-f26e-c31b97fa6b1f,6413,Mobile,iPhone,HomeWebsite,2018,1,4,15
59790,2741b58b-060c-d794-331e-72caf3bf44db,3738,Mobile,iPhone,HomeWebsite,2018,1,4,15
59791,185be149-bd52-24bb-c7cc-08485264cf0a,6481,Mobile,iPhone,Google,2018,1,4,15
59803,0963c2e4-0ac0-b815-1086-42143c44b9c2,4160,Desktop,Windows,HomeWebsite,2018,1,4,15
59804,5fced39e-0094-ad40-5ce4-c080e6117ce2,6174,Desktop,Windows,HomeWebsite,2018,1,4,15
59805,5563c40b-cfca-9bf7-718f-5583a365993d,4016,Desktop,Windows,HomeWebsite,2018,1,4,15
59813,45e8bbd8-e8cf-244c-bf9b-6ce15f337a13,6041,Mobile,iPhone,Google,2018,1,4,15
59814,f06bad7b-a4bd-2e88-f26e-c31b97fa6b1f,6413,Mobile,iPhone,HomeWebsite,2018,1,4,15
